fragmentAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,origCoordinates,class,votesOverlapMax,divideOverlapMaxBySideTotal,votesOverlapHeight,votesSupportOverlapRect,divideSupportOverlapBySideTotal,divideSupportOverlapBySideVote,prediction,frontImageCombined,backImageCombined
P593Fg004_1_P593Fg018_1,P593Fg004_P593Fg018,676,219,0.323964497,169,56,0.331360947,56,0.331360947,1,0.00591716,0,0,P593Fg004,1399,2862,1709,1,P593Fg018,979,3152,1684,1,[],0,15,0.088757396,50,15,0.088757396,0.267857143,1,ux593_20190105/R=P593Fg004_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg004_1_P593Fg018_1.jpg
P593Fg013_1_P593Fg015_0,P593Fg013_P593Fg015,1216,269,0.221217105,304,78,0.256578947,78,0.256578947,1,0.003289474,0,0,P593Fg013,1270,3200,1525,1,P593Fg015,1184,2802,1572,1,[],0,15,0.049342105,50,15,0.049342105,0.192307692,1,ux593_20190105/R=P593Fg013_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg013_1_P593Fg015_0.jpg
P593Fg002_0_P593Fg013_0,P593Fg002_P593Fg013,1280,206,0.1609375,320,58,0.18125,58,0.18125,1,0.003125,0,0,P593Fg002,1264,2550,1609,1,P593Fg013,1270,3200,1525,1,[],0,15,0.046875,50,15,0.046875,0.25862069,1,ux593_20190105/R=P593Fg002_0_P593Fg013_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg013_0.jpg
P593Fg001_0_P593Fg011_1,P593Fg001_P593Fg011,1568,722,0.460459184,440,178,0.404545455,178,0.404545455,1,0.002272727,0,0,P593Fg001,2185,2136,1021,1,P593Fg011,1364,2824,1898,1,[],0,15,0.034090909,50,15,0.034090909,0.084269663,1,ux593_20190105/R=P593Fg001_0_P593Fg011_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg011_1.jpg
P593Fg001_1_P593Fg017_0,P593Fg001_P593Fg017,2548,794,0.311616954,520,109,0.209615385,109,0.209615385,1,0.001923077,0,0,P593Fg001,2185,2136,1021,1,P593Fg017,912,3079,1875,1,[],0,15,0.028846154,50,15,0.028846154,0.137614679,1,ux593_20190105/R=P593Fg001_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg017_0.jpg
P593Fg011_0_P593Fg018_0,P593Fg011_P593Fg018,416,245,0.588942308,104,48,0.461538462,48,0.461538462,1,0.009615385,0,0,P593Fg011,1364,2824,1898,1,P593Fg018,979,3152,1684,1,[],0,14,0.134615385,200,19,0.182692308,0.395833333,1,ux593_20190105/R=P593Fg011_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg011_0_P593Fg018_0.jpg
P593Fg002_1_P593Fg018_0,P593Fg002_P593Fg018,1040,387,0.372115385,260,68,0.261538462,68,0.261538462,1,0.003846154,0,0,P593Fg002,1264,2550,1609,1,P593Fg018,979,3152,1684,1,[],0,14,0.053846154,100,19,0.073076923,0.279411765,1,ux593_20190105/R=P593Fg002_1_P593Fg018_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg018_0.jpg
P593Fg004_0_P593Fg010_1,P593Fg004_P593Fg010,468,211,0.450854701,117,39,0.333333333,39,0.333333333,1,0.008547009,0,0,P593Fg004,1399,2862,1709,1,P593Fg010,1293,2911,1948,1,[],0,14,0.11965812,100,18,0.153846154,0.461538462,1,ux593_20190105/R=P593Fg004_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg010_1.jpg
P593Fg005_1_P593Fg015_1,P593Fg005_P593Fg015,570,203,0.356140351,152,42,0.276315789,42,0.276315789,1,0.006578947,0,0,P593Fg005,2099,2814,1994,1,P593Fg015,1184,2802,1572,1,[],0,14,0.092105263,100,18,0.118421053,0.428571429,1,ux593_20190105/R=P593Fg005_1_P593Fg015_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg015_1.jpg
P593Fg005_0_P593Fg018_0,P593Fg005_P593Fg018,390,186,0.476923077,78,27,0.346153846,27,0.346153846,1,0.012820513,0,0,P593Fg005,2099,2814,1994,1,P593Fg018,979,3152,1684,1,[],0,14,0.179487179,50,14,0.179487179,0.518518519,1,ux593_20190105/R=P593Fg005_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg005_0_P593Fg018_0.jpg
P593Fg010_0_P593Fg016_0,P593Fg010_P593Fg016,576,140,0.243055556,144,50,0.347222222,50,0.347222222,1,0.006944444,0,0,P593Fg010,1293,2911,1948,1,P593Fg016,1044,2842,1766,1,[],0,14,0.097222222,50,14,0.097222222,0.28,1,ux593_20190105/R=P593Fg010_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg010_0_P593Fg016_0.jpg
P593Fg002_0_P593Fg010_1,P593Fg002_P593Fg010,720,365,0.506944444,180,60,0.333333333,60,0.333333333,1,0.005555556,0,0,P593Fg002,1264,2550,1609,1,P593Fg010,1293,2911,1948,1,[],0,14,0.077777778,200,14,0.077777778,0.233333333,1,ux593_20190105/R=P593Fg002_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg002_0_P593Fg010_1.jpg
P593Fg013_1_P593Fg017_0,P593Fg013_P593Fg017,832,369,0.443509615,208,75,0.360576923,75,0.360576923,1,0.004807692,0,0,P593Fg013,1270,3200,1525,1,P593Fg017,912,3079,1875,1,[],0,14,0.067307692,50,14,0.067307692,0.186666667,1,ux593_20190105/R=P593Fg013_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg013_1_P593Fg017_0.jpg
P593Fg001_0_P593Fg010_1,P593Fg001_P593Fg010,1764,836,0.473922902,495,162,0.327272727,162,0.327272727,1,0.002020202,0,0,P593Fg001,2185,2136,1021,1,P593Fg010,1293,2911,1948,1,[],0,14,0.028282828,50,14,0.028282828,0.086419753,1,ux593_20190105/R=P593Fg001_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg010_1.jpg
P593Fg001_0_P593Fg013_0,P593Fg001_P593Fg013,3104,375,0.120811856,880,149,0.169318182,149,0.169318182,2,0.002272727,0,0,P593Fg001,2185,2136,1021,1,P593Fg013,1270,3200,1525,1,[],0,14,0.015909091,50,14,0.015909091,0.093959732,1,ux593_20190105/R=P593Fg001_0_P593Fg013_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg013_0.jpg
P593Fg001_0_P593Fg013_1,P593Fg001_P593Fg013,3104,375,0.120811856,880,133,0.151136364,126,0.143181818,1,0.001136364,0,0,P593Fg001,2185,2136,1021,1,P593Fg013,1270,3200,1525,1,[],0,14,0.015909091,50,14,0.015909091,0.105263158,1,ux593_20190105/R=P593Fg001_0_P593Fg013_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg013_1.jpg
P593Fg014_0_P593Fg016_0,P593Fg014_P593Fg016,512,65,0.126953125,128,35,0.2734375,35,0.2734375,1,0.0078125,0,0,P593Fg014,921,2906,1726,1,P593Fg016,1044,2842,1766,1,[],0,13,0.1015625,100,17,0.1328125,0.485714286,1,ux593_20190105/R=P593Fg014_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg014_0_P593Fg016_0.jpg
P593Fg004_1_P593Fg017_1,P593Fg004_P593Fg017,676,196,0.289940828,156,33,0.211538462,33,0.211538462,1,0.006410256,0,0,P593Fg004,1399,2862,1709,1,P593Fg017,912,3079,1875,1,[],0,13,0.083333333,100,17,0.108974359,0.515151515,1,ux593_20190105/R=P593Fg004_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg004_1_P593Fg017_1.jpg
P593Fg015_1_P593Fg017_0,P593Fg015_P593Fg017,988,414,0.41902834,247,54,0.218623482,54,0.218623482,1,0.004048583,0,0,P593Fg015,1184,2802,1572,1,P593Fg017,912,3079,1875,1,[],0,13,0.052631579,100,17,0.068825911,0.314814815,1,ux593_20190105/R=P593Fg015_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg015_1_P593Fg017_0.jpg
P593Fg005_0_P593Fg010_1,P593Fg005_P593Fg010,270,159,0.588888889,54,31,0.574074074,31,0.574074074,1,0.018518519,0,0,P593Fg005,2099,2814,1994,1,P593Fg010,1293,2911,1948,1,[],0,13,0.240740741,100,16,0.296296296,0.516129032,1,ux593_20190105/R=P593Fg005_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg005_0_P593Fg010_1.jpg
P593Fg012_0_P593Fg013_1,P593Fg012_P593Fg013,384,132,0.34375,96,45,0.46875,45,0.46875,2,0.020833333,0,0,P593Fg012,1045,3308,2022,1,P593Fg013,1270,3200,1525,1,[],0,13,0.135416667,50,13,0.135416667,0.288888889,1,ux593_20190105/R=P593Fg012_0_P593Fg013_1.jpg,ux593_20190105/V=P593Fg012_0_P593Fg013_1.jpg
P593Fg014_0_P593Fg018_0,P593Fg014_P593Fg018,416,124,0.298076923,104,32,0.307692308,32,0.307692308,2,0.019230769,1,0.009615385,P593Fg014,921,2906,1726,1,P593Fg018,979,3152,1684,1,[],0,13,0.125,50,13,0.125,0.40625,1,ux593_20190105/R=P593Fg014_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg014_0_P593Fg018_0.jpg
P593Fg010_0_P593Fg018_1,P593Fg010_P593Fg018,468,127,0.271367521,117,46,0.393162393,45,0.384615385,1,0.008547009,0,0,P593Fg010,1293,2911,1948,1,P593Fg018,979,3152,1684,1,[],0,13,0.111111111,150,13,0.111111111,0.282608696,1,ux593_20190105/R=P593Fg010_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg010_0_P593Fg018_1.jpg
P593Fg011_0_P593Fg013_0,P593Fg011_P593Fg013,512,145,0.283203125,128,37,0.2890625,37,0.2890625,1,0.0078125,0,0,P593Fg011,1364,2824,1898,1,P593Fg013,1270,3200,1525,1,[],0,13,0.1015625,50,13,0.1015625,0.351351351,1,ux593_20190105/R=P593Fg011_0_P593Fg013_0.jpg,ux593_20190105/V=P593Fg011_0_P593Fg013_0.jpg
P593Fg002_1_P593Fg010_1,P593Fg002_P593Fg010,720,365,0.506944444,180,48,0.266666667,48,0.266666667,2,0.011111111,2,0.011111111,P593Fg002,1264,2550,1609,1,P593Fg010,1293,2911,1948,1,[],0,13,0.072222222,50,13,0.072222222,0.270833333,1,ux593_20190105/R=P593Fg002_1_P593Fg010_1.jpg,ux593_20190105/V=P593Fg002_1_P593Fg010_1.jpg
P593Fg004_1_P593Fg015_1,P593Fg004_P593Fg015,988,230,0.232793522,228,57,0.25,57,0.25,2,0.00877193,1,0.004385965,P593Fg004,1399,2862,1709,1,P593Fg015,1184,2802,1572,1,[],0,13,0.057017544,50,13,0.057017544,0.228070175,1,ux593_20190105/R=P593Fg004_1_P593Fg015_1.jpg,ux593_20190105/V=P593Fg004_1_P593Fg015_1.jpg
P593Fg013_1_P593Fg018_1,P593Fg013_P593Fg018,832,291,0.349759615,195,64,0.328205128,64,0.328205128,2,0.01025641,2,0.01025641,P593Fg013,1270,3200,1525,1,P593Fg018,979,3152,1684,1,[],0,12,0.061538462,300,24,0.123076923,0.375,1,ux593_20190105/R=P593Fg013_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg013_1_P593Fg018_1.jpg
P593Fg009_1_P593Fg011_0,P593Fg009_P593Fg011,128,79,0.6171875,32,28,0.875,28,0.875,1,0.03125,0,0,P593Fg009,929,2794,1838,0,P593Fg011,1364,2824,1898,1,[],0,12,0.375,100,16,0.5,0.571428571,1,ux593_20190105/R=P593Fg009_1_P593Fg011_0.jpg,ux593_20190105/V=P593Fg009_1_P593Fg011_0.jpg
P593Fg005_1_P593Fg009_0,P593Fg005_P593Fg009,120,74,0.616666667,36,25,0.694444444,25,0.694444444,1,0.027777778,0,0,P593Fg005,2099,2814,1994,1,P593Fg009,929,2794,1838,0,[],0,12,0.333333333,100,16,0.444444444,0.64,1,ux593_20190105/R=P593Fg005_1_P593Fg009_0.jpg,ux593_20190105/V=P593Fg005_1_P593Fg009_0.jpg
P593Fg004_0_P593Fg009_0,P593Fg004_P593Fg009,208,68,0.326923077,52,31,0.596153846,31,0.596153846,1,0.019230769,0,0,P593Fg004,1399,2862,1709,1,P593Fg009,929,2794,1838,0,[],0,12,0.230769231,100,16,0.307692308,0.516129032,1,ux593_20190105/R=P593Fg004_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg004_0_P593Fg009_0.jpg
P593Fg004_1_P593Fg011_0,P593Fg004_P593Fg011,416,162,0.389423077,104,43,0.413461538,43,0.413461538,1,0.009615385,0,0,P593Fg004,1399,2862,1709,1,P593Fg011,1364,2824,1898,1,[],0,12,0.115384615,100,16,0.153846154,0.372093023,1,ux593_20190105/R=P593Fg004_1_P593Fg011_0.jpg,ux593_20190105/V=P593Fg004_1_P593Fg011_0.jpg
P593Fg004_0_P593Fg016_1,P593Fg004_P593Fg016,832,253,0.304086538,208,48,0.230769231,48,0.230769231,2,0.009615385,0,0,P593Fg004,1399,2862,1709,1,P593Fg016,1044,2842,1766,1,[],0,12,0.057692308,100,16,0.076923077,0.333333333,1,ux593_20190105/R=P593Fg004_0_P593Fg016_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg016_1.jpg
P593Fg012_0_P593Fg017_0,P593Fg012_P593Fg017,312,81,0.259615385,78,33,0.423076923,33,0.423076923,3,0.038461538,1,0.012820513,P593Fg012,1045,3308,2022,1,P593Fg017,912,3079,1875,1,[],0,12,0.153846154,100,15,0.192307692,0.454545455,1,ux593_20190105/R=P593Fg012_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg012_0_P593Fg017_0.jpg
P593Fg009_1_P593Fg017_1,P593Fg009_P593Fg017,208,133,0.639423077,52,34,0.653846154,34,0.653846154,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg017,912,3079,1875,1,[],0,12,0.230769231,50,12,0.230769231,0.352941176,1,ux593_20190105/R=P593Fg009_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg009_1_P593Fg017_1.jpg
P593Fg009_0_P593Fg018_1,P593Fg009_P593Fg018,208,100,0.480769231,52,34,0.653846154,34,0.653846154,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg018,979,3152,1684,1,[],0,12,0.230769231,150,12,0.230769231,0.352941176,1,ux593_20190105/R=P593Fg009_0_P593Fg018_1.jpg,ux593_20190105/V=P593Fg009_0_P593Fg018_1.jpg
P593Fg009_0_P593Fg016_0,P593Fg009_P593Fg016,256,99,0.38671875,64,33,0.515625,33,0.515625,1,0.015625,0,0,P593Fg009,929,2794,1838,0,P593Fg016,1044,2842,1766,1,[],0,12,0.1875,150,12,0.1875,0.363636364,1,ux593_20190105/R=P593Fg009_0_P593Fg016_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg016_0.jpg
P593Fg009_1_P593Fg016_0,P593Fg009_P593Fg016,256,99,0.38671875,64,27,0.421875,27,0.421875,1,0.015625,0,0,P593Fg009,929,2794,1838,0,P593Fg016,1044,2842,1766,1,[],0,12,0.1875,50,12,0.1875,0.444444444,1,ux593_20190105/R=P593Fg009_1_P593Fg016_0.jpg,ux593_20190105/V=P593Fg009_1_P593Fg016_0.jpg
P593Fg010_1_P593Fg011_0,P593Fg010_P593Fg011,288,84,0.291666667,72,25,0.347222222,25,0.347222222,1,0.013888889,0,0,P593Fg010,1293,2911,1948,1,P593Fg011,1364,2824,1898,1,[],0,12,0.166666667,50,12,0.166666667,0.48,1,ux593_20190105/R=P593Fg010_1_P593Fg011_0.jpg,ux593_20190105/V=P593Fg010_1_P593Fg011_0.jpg
P593Fg009_0_P593Fg015_0,P593Fg009_P593Fg015,304,89,0.292763158,76,50,0.657894737,50,0.657894737,1,0.013157895,0,0,P593Fg009,929,2794,1838,0,P593Fg015,1184,2802,1572,1,[],0,12,0.157894737,150,12,0.157894737,0.24,1,ux593_20190105/R=P593Fg009_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg015_0.jpg
P593Fg005_0_P593Fg017_1,P593Fg005_P593Fg017,390,194,0.497435897,78,37,0.474358974,37,0.474358974,1,0.012820513,0,0,P593Fg005,2099,2814,1994,1,P593Fg017,912,3079,1875,1,[],0,12,0.153846154,50,12,0.153846154,0.324324324,1,ux593_20190105/R=P593Fg005_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg005_0_P593Fg017_1.jpg
P593Fg014_1_P593Fg017_0,P593Fg014_P593Fg017,416,166,0.399038462,78,30,0.384615385,30,0.384615385,1,0.012820513,0,0,P593Fg014,921,2906,1726,1,P593Fg017,912,3079,1875,1,[],0,12,0.153846154,50,12,0.153846154,0.4,1,ux593_20190105/R=P593Fg014_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg014_1_P593Fg017_0.jpg
P593Fg003_0_P593Fg009_0,P593Fg003_P593Fg009,336,69,0.205357143,80,40,0.5,40,0.5,1,0.0125,0,0,P593Fg003,1542,2531,1629,1,P593Fg009,929,2794,1838,0,[],0,12,0.15,50,12,0.15,0.3,1,ux593_20190105/R=P593Fg003_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg003_0_P593Fg009_0.jpg
P593Fg002_0_P593Fg009_0,P593Fg002_P593Fg009,320,138,0.43125,80,45,0.5625,45,0.5625,1,0.0125,0,0,P593Fg002,1264,2550,1609,1,P593Fg009,929,2794,1838,0,[],0,12,0.15,150,12,0.15,0.266666667,1,ux593_20190105/R=P593Fg002_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg009_0.jpg
P593Fg010_0_P593Fg017_1,P593Fg010_P593Fg017,442,112,0.253393665,104,30,0.288461538,30,0.288461538,1,0.009615385,0,0,P593Fg010,1293,2911,1948,1,P593Fg017,912,3079,1875,1,[],0,12,0.115384615,50,12,0.115384615,0.4,1,ux593_20190105/R=P593Fg010_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg010_0_P593Fg017_1.jpg
P593Fg005_1_P593Fg016_1,P593Fg005_P593Fg016,480,216,0.45,144,47,0.326388889,47,0.326388889,1,0.006944444,0,0,P593Fg005,2099,2814,1994,1,P593Fg016,1044,2842,1766,1,[],0,12,0.083333333,50,12,0.083333333,0.255319149,1,ux593_20190105/R=P593Fg005_1_P593Fg016_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg016_1.jpg
P593Fg001_0_P593Fg009_0,P593Fg001_P593Fg009,776,265,0.341494845,220,116,0.527272727,116,0.527272727,1,0.004545455,0,0,P593Fg001,2185,2136,1021,1,P593Fg009,929,2794,1838,0,[],0,12,0.054545455,50,12,0.054545455,0.103448276,1,ux593_20190105/R=P593Fg001_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg009_0.jpg
P593Fg003_0_P593Fg013_1,P593Fg003_P593Fg013,1344,104,0.077380952,320,50,0.15625,49,0.153125,2,0.00625,0,0,P593Fg003,1542,2531,1629,1,P593Fg013,1270,3200,1525,1,[],0,12,0.0375,50,12,0.0375,0.24,1,ux593_20190105/R=P593Fg003_0_P593Fg013_1.jpg,ux593_20190105/V=P593Fg003_0_P593Fg013_1.jpg
P593Fg001_1_P593Fg013_0,P593Fg001_P593Fg013,3104,375,0.120811856,640,54,0.084375,49,0.0765625,1,0.0015625,0,0,P593Fg001,2185,2136,1021,1,P593Fg013,1270,3200,1525,1,[],0,12,0.01875,50,12,0.01875,0.222222222,1,ux593_20190105/R=P593Fg001_1_P593Fg013_0.jpg,ux593_20190105/V=P593Fg001_1_P593Fg013_0.jpg
P593Fg010_0_P593Fg015_0,P593Fg010_P593Fg015,684,125,0.182748538,171,48,0.280701754,48,0.280701754,1,0.005847953,0,0,P593Fg010,1293,2911,1948,1,P593Fg015,1184,2802,1572,1,[],0,11,0.064327485,600,22,0.128654971,0.458333333,1,ux593_20190105/R=P593Fg010_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg010_0_P593Fg015_0.jpg
P593Fg005_0_P593Fg017_0,P593Fg005_P593Fg017,390,194,0.497435897,78,39,0.5,39,0.5,1,0.012820513,0,0,P593Fg005,2099,2814,1994,1,P593Fg017,912,3079,1875,1,[],0,11,0.141025641,100,15,0.192307692,0.384615385,1,ux593_20190105/R=P593Fg005_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg005_0_P593Fg017_0.jpg
P593Fg002_0_P593Fg005_1,P593Fg002_P593Fg005,600,104,0.173333333,180,43,0.238888889,43,0.238888889,1,0.005555556,0,0,P593Fg002,1264,2550,1609,1,P593Fg005,2099,2814,1994,1,[],0,11,0.061111111,200,15,0.083333333,0.348837209,1,ux593_20190105/R=P593Fg002_0_P593Fg005_1.jpg,ux593_20190105/V=P593Fg002_0_P593Fg005_1.jpg
P593Fg009_1_P593Fg018_1,P593Fg009_P593Fg018,208,100,0.480769231,52,32,0.615384615,32,0.615384615,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg018,979,3152,1684,1,[],0,11,0.211538462,100,14,0.269230769,0.4375,1,ux593_20190105/R=P593Fg009_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg009_1_P593Fg018_1.jpg
P593Fg012_0_P593Fg013_0,P593Fg012_P593Fg013,384,132,0.34375,96,35,0.364583333,35,0.364583333,2,0.020833333,1,0.010416667,P593Fg012,1045,3308,2022,1,P593Fg013,1270,3200,1525,1,[],0,11,0.114583333,100,14,0.145833333,0.4,1,ux593_20190105/R=P593Fg012_0_P593Fg013_0.jpg,ux593_20190105/V=P593Fg012_0_P593Fg013_0.jpg
P593Fg001_0_P593Fg005_1,P593Fg001_P593Fg005,1470,198,0.134693878,495,104,0.21010101,104,0.21010101,1,0.002020202,0,0,P593Fg001,2185,2136,1021,1,P593Fg005,2099,2814,1994,1,[],0,11,0.022222222,100,14,0.028282828,0.134615385,1,ux593_20190105/R=P593Fg001_0_P593Fg005_1.jpg,ux593_20190105/V=P593Fg001_0_P593Fg005_1.jpg
