fragmentAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,origCoordinates,class,votesOverlapMax,divideOverlapMaxBySideTotal,votesOverlapHeight,votesSupportOverlapRect,divideSupportOverlapBySideTotal,divideSupportOverlapBySideVote,prediction,frontImageCombined,backImageCombined
P593Fg009_0_P593Fg011_0,P593Fg009_P593Fg011,128,79,0.6171875,32,25,0.78125,25,0.78125,1,0.03125,0,0,P593Fg009,929,2794,1838,0,P593Fg011,1364,2824,1898,1,[],0,11,0.34375,50,11,0.34375,0.44,1,ux593_20190105/R=P593Fg009_0_P593Fg011_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg011_0.jpg
P593Fg009_0_P593Fg010_1,P593Fg009_P593Fg010,144,61,0.423611111,36,20,0.555555556,20,0.555555556,1,0.027777778,0,0,P593Fg009,929,2794,1838,0,P593Fg010,1293,2911,1948,1,[],0,11,0.305555556,50,11,0.305555556,0.55,1,ux593_20190105/R=P593Fg009_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg009_0_P593Fg010_1.jpg
P593Fg009_0_P593Fg017_1,P593Fg009_P593Fg017,208,133,0.639423077,52,35,0.673076923,35,0.673076923,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg017,912,3079,1875,1,[],0,11,0.211538462,150,11,0.211538462,0.314285714,1,ux593_20190105/R=P593Fg009_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg009_0_P593Fg017_1.jpg
P593Fg005_1_P593Fg014_1,P593Fg005_P593Fg014,240,52,0.216666667,72,25,0.347222222,25,0.347222222,1,0.013888889,0,0,P593Fg005,2099,2814,1994,1,P593Fg014,921,2906,1726,1,[],0,11,0.152777778,50,11,0.152777778,0.44,1,ux593_20190105/R=P593Fg005_1_P593Fg014_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg014_1.jpg
P593Fg010_0_P593Fg011_0,P593Fg010_P593Fg011,288,84,0.291666667,72,35,0.486111111,35,0.486111111,2,0.027777778,1,0.013888889,P593Fg010,1293,2911,1948,1,P593Fg011,1364,2824,1898,1,[],0,11,0.152777778,150,11,0.152777778,0.314285714,1,ux593_20190105/R=P593Fg010_0_P593Fg011_0.jpg,ux593_20190105/V=P593Fg010_0_P593Fg011_0.jpg
P593Fg009_1_P593Fg015_0,P593Fg009_P593Fg015,304,89,0.292763158,76,38,0.5,38,0.5,1,0.013157895,0,0,P593Fg009,929,2794,1838,0,P593Fg015,1184,2802,1572,1,[],0,11,0.144736842,50,11,0.144736842,0.289473684,1,ux593_20190105/R=P593Fg009_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg009_1_P593Fg015_0.jpg
P593Fg005_1_P593Fg010_1,P593Fg005_P593Fg010,270,159,0.588888889,81,39,0.481481481,39,0.481481481,2,0.024691358,1,0.012345679,P593Fg005,2099,2814,1994,1,P593Fg010,1293,2911,1948,1,[],0,11,0.135802469,150,11,0.135802469,0.282051282,1,ux593_20190105/R=P593Fg005_1_P593Fg010_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg010_1.jpg
P593Fg004_0_P593Fg011_1,P593Fg004_P593Fg011,416,162,0.389423077,104,34,0.326923077,34,0.326923077,1,0.009615385,0,0,P593Fg004,1399,2862,1709,1,P593Fg011,1364,2824,1898,1,[],0,11,0.105769231,50,11,0.105769231,0.323529412,1,ux593_20190105/R=P593Fg004_0_P593Fg011_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg011_1.jpg
P593Fg005_1_P593Fg018_0,P593Fg005_P593Fg018,390,186,0.476923077,117,41,0.35042735,41,0.35042735,1,0.008547009,0,0,P593Fg005,2099,2814,1994,1,P593Fg018,979,3152,1684,1,[],0,11,0.094017094,150,11,0.094017094,0.268292683,1,ux593_20190105/R=P593Fg005_1_P593Fg018_0.jpg,ux593_20190105/V=P593Fg005_1_P593Fg018_0.jpg
P593Fg004_0_P593Fg005_1,P593Fg004_P593Fg005,390,65,0.166666667,117,30,0.256410256,30,0.256410256,1,0.008547009,0,0,P593Fg004,1399,2862,1709,1,P593Fg005,2099,2814,1994,1,[],0,11,0.094017094,50,11,0.094017094,0.366666667,1,ux593_20190105/R=P593Fg004_0_P593Fg005_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg005_1.jpg
P593Fg004_0_P593Fg018_0,P593Fg004_P593Fg018,676,219,0.323964497,169,49,0.289940828,49,0.289940828,2,0.01183432,1,0.00591716,P593Fg004,1399,2862,1709,1,P593Fg018,979,3152,1684,1,[],0,11,0.065088757,50,11,0.065088757,0.224489796,1,ux593_20190105/R=P593Fg004_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg004_0_P593Fg018_0.jpg
P593Fg003_1_P593Fg011_0,P593Fg003_P593Fg011,736,199,0.270380435,184,49,0.266304348,49,0.266304348,1,0.005434783,0,0,P593Fg003,1542,2531,1629,1,P593Fg011,1364,2824,1898,1,[],0,11,0.059782609,50,11,0.059782609,0.224489796,1,ux593_20190105/R=P593Fg003_1_P593Fg011_0.jpg,ux593_20190105/V=P593Fg003_1_P593Fg011_0.jpg
P593Fg013_1_P593Fg015_1,P593Fg013_P593Fg015,1216,269,0.221217105,285,31,0.10877193,31,0.10877193,1,0.003508772,0,0,P593Fg013,1270,3200,1525,1,P593Fg015,1184,2802,1572,1,[],0,11,0.038596491,50,11,0.038596491,0.35483871,1,ux593_20190105/R=P593Fg013_1_P593Fg015_1.jpg,ux593_20190105/V=P593Fg013_1_P593Fg015_1.jpg
P593Fg001_1_P593Fg010_1,P593Fg001_P593Fg010,1764,836,0.473922902,387,61,0.157622739,60,0.15503876,2,0.005167959,5,0.012919897,P593Fg001,2185,2136,1021,1,P593Fg010,1293,2911,1948,1,[],0,11,0.028423773,50,11,0.028423773,0.180327869,1,ux593_20190105/R=P593Fg001_1_P593Fg010_1.jpg,ux593_20190105/V=P593Fg001_1_P593Fg010_1.jpg
P593Fg003_0_P593Fg010_1,P593Fg003_P593Fg010,828,272,0.328502415,180,45,0.25,45,0.25,1,0.005555556,0,0,P593Fg003,1542,2531,1629,1,P593Fg010,1293,2911,1948,1,[],0,10,0.055555556,300,20,0.111111111,0.444444444,1,ux593_20190105/R=P593Fg003_0_P593Fg010_1.jpg,ux593_20190105/V=P593Fg003_0_P593Fg010_1.jpg
P593Fg005_0_P593Fg015_0,P593Fg005_P593Fg015,570,203,0.356140351,114,55,0.48245614,55,0.48245614,2,0.01754386,0,0,P593Fg005,2099,2814,1994,1,P593Fg015,1184,2802,1572,1,[],0,10,0.087719298,250,17,0.149122807,0.309090909,1,ux593_20190105/R=P593Fg005_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg005_0_P593Fg015_0.jpg
P593Fg012_0_P593Fg014_0,P593Fg012_P593Fg014,192,113,0.588541667,48,24,0.5,24,0.5,3,0.0625,1,0.020833333,P593Fg012,1045,3308,2022,1,P593Fg014,921,2906,1726,1,[],0,10,0.208333333,100,13,0.270833333,0.541666667,1,ux593_20190105/R=P593Fg012_0_P593Fg014_0.jpg,ux593_20190105/V=P593Fg012_0_P593Fg014_0.jpg
P593Fg009_0_P593Fg018_0,P593Fg009_P593Fg018,208,100,0.480769231,52,22,0.423076923,22,0.423076923,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg018,979,3152,1684,1,[],0,10,0.192307692,100,13,0.25,0.590909091,1,ux593_20190105/R=P593Fg009_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg018_0.jpg
P593Fg012_1_P593Fg013_1,P593Fg012_P593Fg013,384,132,0.34375,96,30,0.3125,30,0.3125,1,0.010416667,0,0,P593Fg012,1045,3308,2022,1,P593Fg013,1270,3200,1525,1,[],0,10,0.104166667,200,13,0.135416667,0.433333333,1,ux593_20190105/R=P593Fg012_1_P593Fg013_1.jpg,ux593_20190105/V=P593Fg012_1_P593Fg013_1.jpg
P593Fg013_1_P593Fg018_0,P593Fg013_P593Fg018,832,291,0.349759615,208,35,0.168269231,35,0.168269231,1,0.004807692,0,0,P593Fg013,1270,3200,1525,1,P593Fg018,979,3152,1684,1,[],0,10,0.048076923,100,13,0.0625,0.371428571,1,ux593_20190105/R=P593Fg013_1_P593Fg018_0.jpg,ux593_20190105/V=P593Fg013_1_P593Fg018_0.jpg
P593Fg003_1_P593Fg017_1,P593Fg003_P593Fg017,1170,224,0.191452991,286,28,0.097902098,28,0.097902098,3,0.01048951,2,0.006993007,P593Fg003,1542,2531,1629,1,P593Fg017,912,3079,1875,1,[],0,10,0.034965035,100,13,0.045454545,0.464285714,1,ux593_20190105/R=P593Fg003_1_P593Fg017_1.jpg,ux593_20190105/V=P593Fg003_1_P593Fg017_1.jpg
P593Fg012_0_P593Fg015_0,P593Fg012_P593Fg015,456,34,0.074561404,114,25,0.219298246,25,0.219298246,3,0.026315789,1,0.00877193,P593Fg012,1045,3308,2022,1,P593Fg015,1184,2802,1572,1,[],0,10,0.087719298,100,12,0.105263158,0.48,1,ux593_20190105/R=P593Fg012_0_P593Fg015_0.jpg,ux593_20190105/V=P593Fg012_0_P593Fg015_0.jpg
P593Fg002_0_P593Fg014_1,P593Fg002_P593Fg014,640,83,0.1296875,160,36,0.225,36,0.225,1,0.00625,0,0,P593Fg002,1264,2550,1609,1,P593Fg014,921,2906,1726,1,[],0,10,0.0625,100,12,0.075,0.333333333,1,ux593_20190105/R=P593Fg002_0_P593Fg014_1.jpg,ux593_20190105/V=P593Fg002_0_P593Fg014_1.jpg
P593Fg008_0_P593Fg014_1,P593Fg008_P593Fg014,128,47,0.3671875,32,20,0.625,20,0.625,1,0.03125,0,0,P593Fg008,924,2784,2256,1,P593Fg014,921,2906,1726,1,[],0,10,0.3125,50,10,0.3125,0.5,1,ux593_20190105/R=P593Fg008_0_P593Fg014_1.jpg,ux593_20190105/V=P593Fg008_0_P593Fg014_1.jpg
P593Fg012_1_P593Fg014_0,P593Fg012_P593Fg014,192,113,0.588541667,48,21,0.4375,21,0.4375,1,0.020833333,0,0,P593Fg012,1045,3308,2022,1,P593Fg014,921,2906,1726,1,[],0,10,0.208333333,50,10,0.208333333,0.476190476,1,ux593_20190105/R=P593Fg012_1_P593Fg014_0.jpg,ux593_20190105/V=P593Fg012_1_P593Fg014_0.jpg
P593Fg005_1_P593Fg011_1,P593Fg005_P593Fg011,240,137,0.570833333,72,26,0.361111111,26,0.361111111,2,0.027777778,1,0.013888889,P593Fg005,2099,2814,1994,1,P593Fg011,1364,2824,1898,1,[],0,10,0.138888889,150,10,0.138888889,0.384615385,1,ux593_20190105/R=P593Fg005_1_P593Fg011_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg011_1.jpg
P593Fg002_1_P593Fg009_0,P593Fg002_P593Fg009,320,138,0.43125,80,33,0.4125,33,0.4125,1,0.0125,0,0,P593Fg002,1264,2550,1609,1,P593Fg009,929,2794,1838,0,[],0,10,0.125,150,10,0.125,0.303030303,1,ux593_20190105/R=P593Fg002_1_P593Fg009_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg009_0.jpg
P593Fg005_0_P593Fg016_1,P593Fg005_P593Fg016,480,216,0.45,96,28,0.291666667,28,0.291666667,1,0.010416667,0,0,P593Fg005,2099,2814,1994,1,P593Fg016,1044,2842,1766,1,[],0,10,0.104166667,50,10,0.104166667,0.357142857,1,ux593_20190105/R=P593Fg005_0_P593Fg016_1.jpg,ux593_20190105/V=P593Fg005_0_P593Fg016_1.jpg
P593Fg002_0_P593Fg019_0,P593Fg002_P593Fg019,400,81,0.2025,100,32,0.32,32,0.32,1,0.01,0,0,P593Fg002,1264,2550,1609,1,P593Fg019,1189,3009,1955,1,[],0,10,0.1,50,10,0.1,0.3125,1,ux593_20190105/R=P593Fg002_0_P593Fg019_0.jpg,ux593_20190105/V=P593Fg002_0_P593Fg019_0.jpg
P593Fg014_1_P593Fg018_0,P593Fg014_P593Fg018,416,124,0.298076923,104,19,0.182692308,19,0.182692308,1,0.009615385,0,0,P593Fg014,921,2906,1726,1,P593Fg018,979,3152,1684,1,[],0,10,0.096153846,50,10,0.096153846,0.526315789,1,ux593_20190105/R=P593Fg014_1_P593Fg018_0.jpg,ux593_20190105/V=P593Fg014_1_P593Fg018_0.jpg
P593Fg010_0_P593Fg018_0,P593Fg010_P593Fg018,468,127,0.271367521,117,32,0.273504274,32,0.273504274,2,0.017094017,1,0.008547009,P593Fg010,1293,2911,1948,1,P593Fg018,979,3152,1684,1,[],0,10,0.085470085,50,10,0.085470085,0.3125,1,ux593_20190105/R=P593Fg010_0_P593Fg018_0.jpg,ux593_20190105/V=P593Fg010_0_P593Fg018_0.jpg
P593Fg010_1_P593Fg013_1,P593Fg010_P593Fg013,544,67,0.123161765,128,27,0.2109375,27,0.2109375,2,0.015625,0,0,P593Fg010,1293,2911,1948,1,P593Fg013,1270,3200,1525,1,[],0,10,0.078125,50,10,0.078125,0.37037037,1,ux593_20190105/R=P593Fg010_1_P593Fg013_1.jpg,ux593_20190105/V=P593Fg010_1_P593Fg013_1.jpg
P593Fg003_1_P593Fg018_1,P593Fg003_P593Fg018,1196,271,0.226588629,286,43,0.15034965,43,0.15034965,2,0.006993007,0,0,P593Fg003,1542,2531,1629,1,P593Fg018,979,3152,1684,1,[],0,10,0.034965035,50,10,0.034965035,0.23255814,1,ux593_20190105/R=P593Fg003_1_P593Fg018_1.jpg,ux593_20190105/V=P593Fg003_1_P593Fg018_1.jpg
P593Fg003_1_P593Fg018_0,P593Fg003_P593Fg018,1196,271,0.226588629,299,54,0.180602007,53,0.177257525,1,0.003344482,0,0,P593Fg003,1542,2531,1629,1,P593Fg018,979,3152,1684,1,[],0,10,0.033444816,50,10,0.033444816,0.185185185,1,ux593_20190105/R=P593Fg003_1_P593Fg018_0.jpg,ux593_20190105/V=P593Fg003_1_P593Fg018_0.jpg
P593Fg002_1_P593Fg013_0,P593Fg002_P593Fg013,1280,206,0.1609375,320,41,0.128125,39,0.121875,2,0.00625,0,0,P593Fg002,1264,2550,1609,1,P593Fg013,1270,3200,1525,1,[],0,10,0.03125,150,10,0.03125,0.243902439,1,ux593_20190105/R=P593Fg002_1_P593Fg013_0.jpg,ux593_20190105/V=P593Fg002_1_P593Fg013_0.jpg
P593Fg005_1_P593Fg009_1,P593Fg005_P593Fg009,120,74,0.616666667,36,20,0.555555556,20,0.555555556,1,0.027777778,0,0,P593Fg005,2099,2814,1994,1,P593Fg009,929,2794,1838,0,[],0,9,0.25,100,12,0.333333333,0.6,1,ux593_20190105/R=P593Fg005_1_P593Fg009_1.jpg,ux593_20190105/V=P593Fg005_1_P593Fg009_1.jpg
P593Fg009_1_P593Fg017_0,P593Fg009_P593Fg017,208,133,0.639423077,52,30,0.576923077,30,0.576923077,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg017,912,3079,1875,1,[],0,9,0.173076923,200,12,0.230769231,0.4,1,ux593_20190105/R=P593Fg009_1_P593Fg017_0.jpg,ux593_20190105/V=P593Fg009_1_P593Fg017_0.jpg
P593Fg009_0_P593Fg017_0,P593Fg009_P593Fg017,208,133,0.639423077,52,34,0.653846154,34,0.653846154,1,0.019230769,0,0,P593Fg009,929,2794,1838,0,P593Fg017,912,3079,1875,1,[],0,9,0.173076923,300,12,0.230769231,0.352941176,1,ux593_20190105/R=P593Fg009_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg017_0.jpg
P593Fg012_0_P593Fg017_1,P593Fg012_P593Fg017,312,81,0.259615385,78,24,0.307692308,24,0.307692308,1,0.012820513,0,0,P593Fg012,1045,3308,2022,1,P593Fg017,912,3079,1875,1,[],0,9,0.115384615,100,12,0.153846154,0.5,1,ux593_20190105/R=P593Fg012_0_P593Fg017_1.jpg,ux593_20190105/V=P593Fg012_0_P593Fg017_1.jpg
P593Fg010_1_P593Fg015_0,P593Fg010_P593Fg015,684,125,0.182748538,171,36,0.210526316,36,0.210526316,1,0.005847953,0,0,P593Fg010,1293,2911,1948,1,P593Fg015,1184,2802,1572,1,[],0,9,0.052631579,200,12,0.070175439,0.333333333,1,ux593_20190105/R=P593Fg010_1_P593Fg015_0.jpg,ux593_20190105/V=P593Fg010_1_P593Fg015_0.jpg
P593Fg004_1_P593Fg016_1,P593Fg004_P593Fg016,832,253,0.304086538,192,38,0.197916667,38,0.197916667,2,0.010416667,0,0,P593Fg004,1399,2862,1709,1,P593Fg016,1044,2842,1766,1,[],0,9,0.046875,100,12,0.0625,0.315789474,1,ux593_20190105/R=P593Fg004_1_P593Fg016_1.jpg,ux593_20190105/V=P593Fg004_1_P593Fg016_1.jpg
P593Fg001_0_P593Fg019_0,P593Fg001_P593Fg019,970,163,0.168041237,275,81,0.294545455,81,0.294545455,1,0.003636364,0,0,P593Fg001,2185,2136,1021,1,P593Fg019,1189,3009,1955,1,[],0,9,0.032727273,100,12,0.043636364,0.148148148,1,ux593_20190105/R=P593Fg001_0_P593Fg019_0.jpg,ux593_20190105/V=P593Fg001_0_P593Fg019_0.jpg
P593Fg017_1_P593Fg019_0,P593Fg017_P593Fg019,260,76,0.292307692,65,25,0.384615385,25,0.384615385,1,0.015384615,0,0,P593Fg017,912,3079,1875,1,P593Fg019,1189,3009,1955,1,[],0,9,0.138461538,100,11,0.169230769,0.44,1,ux593_20190105/R=P593Fg017_1_P593Fg019_0.jpg,ux593_20190105/V=P593Fg017_1_P593Fg019_0.jpg
P593Fg016_1_P593Fg019_0,P593Fg016_P593Fg019,320,91,0.284375,80,31,0.3875,31,0.3875,1,0.0125,0,0,P593Fg016,1044,2842,1766,1,P593Fg019,1189,3009,1955,1,[],0,9,0.1125,100,11,0.1375,0.35483871,1,ux593_20190105/R=P593Fg016_1_P593Fg019_0.jpg,ux593_20190105/V=P593Fg016_1_P593Fg019_0.jpg
P593Fg013_1_P593Fg016_1,P593Fg013_P593Fg016,1024,275,0.268554688,240,32,0.133333333,31,0.129166667,1,0.004166667,0,0,P593Fg013,1270,3200,1525,1,P593Fg016,1044,2842,1766,1,[],0,9,0.0375,100,11,0.045833333,0.34375,1,ux593_20190105/R=P593Fg013_1_P593Fg016_1.jpg,ux593_20190105/V=P593Fg013_1_P593Fg016_1.jpg
P593Fg005_0_P593Fg009_0,P593Fg005_P593Fg009,120,74,0.616666667,24,15,0.625,15,0.625,1,0.041666667,0,0,P593Fg005,2099,2814,1994,1,P593Fg009,929,2794,1838,0,[],0,9,0.375,50,9,0.375,0.6,1,ux593_20190105/R=P593Fg005_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg005_0_P593Fg009_0.jpg
P593Fg011_0_P593Fg019_0,P593Fg011_P593Fg019,160,64,0.4,40,20,0.5,20,0.5,1,0.025,0,0,P593Fg011,1364,2824,1898,1,P593Fg019,1189,3009,1955,1,[],0,9,0.225,50,9,0.225,0.45,1,ux593_20190105/R=P593Fg011_0_P593Fg019_0.jpg,ux593_20190105/V=P593Fg011_0_P593Fg019_0.jpg
P593Fg004_0_P593Fg009_1,P593Fg004_P593Fg009,208,68,0.326923077,52,20,0.384615385,20,0.384615385,1,0.019230769,0,0,P593Fg004,1399,2862,1709,1,P593Fg009,929,2794,1838,0,[],0,9,0.173076923,50,9,0.173076923,0.45,1,ux593_20190105/R=P593Fg004_0_P593Fg009_1.jpg,ux593_20190105/V=P593Fg004_0_P593Fg009_1.jpg
P593Fg009_0_P593Fg013_1,P593Fg009_P593Fg013,256,87,0.33984375,64,28,0.4375,28,0.4375,1,0.015625,0,0,P593Fg009,929,2794,1838,0,P593Fg013,1270,3200,1525,1,[],0,8,0.125,300,16,0.25,0.571428571,1,ux593_20190105/R=P593Fg009_0_P593Fg013_1.jpg,ux593_20190105/V=P593Fg009_0_P593Fg013_1.jpg
P593Fg018_1_P593Fg019_0,P593Fg018_P593Fg019,260,67,0.257692308,65,25,0.384615385,25,0.384615385,1,0.015384615,0,0,P593Fg018,979,3152,1684,1,P593Fg019,1189,3009,1955,1,[],0,8,0.123076923,250,16,0.246153846,0.64,1,ux593_20190105/R=P593Fg018_1_P593Fg019_0.jpg,ux593_20190105/V=P593Fg018_1_P593Fg019_0.jpg
P593Fg010_0_P593Fg017_0,P593Fg010_P593Fg017,442,112,0.253393665,91,30,0.32967033,30,0.32967033,2,0.021978022,1,0.010989011,P593Fg010,1293,2911,1948,1,P593Fg017,912,3079,1875,1,[],0,8,0.087912088,400,16,0.175824176,0.533333333,1,ux593_20190105/R=P593Fg010_0_P593Fg017_0.jpg,ux593_20190105/V=P593Fg010_0_P593Fg017_0.jpg
P593Fg009_0_P593Fg011_1,P593Fg009_P593Fg011,128,79,0.6171875,32,15,0.46875,15,0.46875,1,0.03125,0,0,P593Fg009,929,2794,1838,0,P593Fg011,1364,2824,1898,1,[],0,8,0.25,100,10,0.3125,0.666666667,1,ux593_20190105/R=P593Fg009_0_P593Fg011_1.jpg,ux593_20190105/V=P593Fg009_0_P593Fg011_1.jpg
P593Fg005_0_P593Fg009_1,P593Fg005_P593Fg009,120,74,0.616666667,24,14,0.583333333,14,0.583333333,1,0.041666667,0,0,P593Fg005,2099,2814,1994,1,P593Fg009,929,2794,1838,0,[],0,8,0.333333333,50,8,0.333333333,0.571428571,1,ux593_20190105/R=P593Fg005_0_P593Fg009_1.jpg,ux593_20190105/V=P593Fg005_0_P593Fg009_1.jpg
P593Fg009_0_P593Fg012_0,P593Fg009_P593Fg012,96,23,0.239583333,24,10,0.416666667,10,0.416666667,1,0.041666667,0,0,P593Fg009,929,2794,1838,0,P593Fg012,1045,3308,2022,1,[],0,7,0.291666667,100,9,0.375,0.9,1,ux593_20190105/R=P593Fg009_0_P593Fg012_0.jpg,ux593_20190105/V=P593Fg009_0_P593Fg012_0.jpg
P593Fg008_0_P593Fg009_0,P593Fg008_P593Fg009,64,18,0.28125,16,10,0.625,10,0.625,0,0,0,0,P593Fg008,924,2784,2256,1,P593Fg009,929,2794,1838,0,[],0,7,0.4375,50,7,0.4375,0.7,1,ux593_20190105/R=P593Fg008_0_P593Fg009_0.jpg,ux593_20190105/V=P593Fg008_0_P593Fg009_0.jpg