File,Model,Gap,Slice_size,Count,Precision,Recall,F-score,True Count,Error Rate
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,0,250,7000,0.453547469,0.989686148,0.622033249,2352,0.384142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,5,250,5000,0.535226817,0.944395254,0.68323618,1940,0.349
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,10,250,5000,0.533674963,0.903665663,0.671050036,1940,0.3494
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,20,250,5000,0.541176471,0.847175491,0.6604542,1940,0.3596
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,40,250,5000,0.480848013,0.831414911,0.609305042,1940,0.4186
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,80,250,5000,0.41648299,0.769612183,0.54048004,1940,0.4876
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120502-ML445__001.jpg,/Users/il239838/Development/models/ML445__001_250px_model400x50.ckpt,120,250,5000,0.432442971,0.785549849,0.557812009,1940,0.4784
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,0,250,7000,0.447320709106,0.985028279916,0.61524607765,2352,0.396
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,5,250,5000,0.499387889632,0.939082698778,0.652034919464,1940,0.3958
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,10,250,5000,0.505978477481,0.899238533735,0.647580182363,1940,0.3948
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,20,250,5000,0.50085947572,0.825571099699,0.623470411234,1940,0.4106
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,40,250,5000,0.452073963018,0.800956259961,0.577945310503,1940,0.4624
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,80,250,5000,0.454055114249,0.819904374004,0.584448371623,1940,0.4312
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120506-ML475__002.jpg,/Users/il239838/Development/models/ML475__002_250px_model400x50.ckpt,120,250,5000,0.430747922438,0.771028864884,0.55271342431,1940,0.4736
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,0,250,7000,0.472203193339,0.966041397154,0.634339716136,2482,0.361714285714
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,5,250,5000,0.518128202649,0.931513992699,0.66587972167,2037,0.3746
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,10,250,5000,0.511240465676,0.885451069007,0.648215308265,2037,0.3764
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,20,250,5000,0.492290411518,0.837997566487,0.620223851795,2037,0.4128
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,40,250,5000,0.44481981982,0.823917955849,0.577731732586,2037,0.473
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,80,250,5000,0.451096448671,0.808100121676,0.578989974469,2037,0.451
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120510-ML499__003.jpg,/Users/il239838/Development/models/ML499__003_250px_model400x50.ckpt,120,250,5000,0.432254995243,0.789674952199,0.558691508332,2037,0.4736
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,0,250,7000,0.485967972094,0.99126778784,0.652197042239,2482,0.348
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,5,250,5000,0.53719749029,0.937597775074,0.683044193998,2037,0.3512
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,10,250,5000,0.568085106383,0.928211367982,0.704810928529,2037,0.324
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,20,250,5000,0.548430950493,0.841474013558,0.664060356653,2037,0.3654
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,40,250,5000,0.465468120641,0.823570311142,0.594777805674,2037,0.448
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,80,250,5000,0.457156673114,0.821658265253,0.587460386503,2037,0.452
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120515-ML540__004.jpg,/Users/il239838/Development/models/ML540__004_250px_model400x50.ckpt,120,250,5000,0.443130118289,0.76186337563,0.56034262337,2037,0.4696

PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,0,250,7000,0.638070500928,0.918687894006,0.753087501095,2570,0.197571428571
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,5,250,5000,0.653728294178,0.779130434783,0.710941839245,2041,0.262
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,10,250,5000,0.631101021566,0.676869565217,0.653184526307,2041,0.2948
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,20,250,5000,0.620484908461,0.654260869565,0.636925421146,2041,0.316
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,40,250,5000,0.539588948787,0.557043478261,0.548177306178,2041,0.3568
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,80,250,5000,0.502367346939,0.535130434783,0.518231578947,2041,0.3918
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120519-ML595__005.jpg,/Users/il239838/Development/models/ML595__005_250px_model400x50.ckpt,120,250,5000,0.521410967344,0.588695652174,0.553014213364,2041,0.3804

PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,0,250,7000,0.423084138449,0.972509702458,0.589646382116,2482,0.447857142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,5,250,5000,0.450850817776,0.948722405701,0.611232431827,2037,0.4676
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,10,250,5000,0.440706057844,0.924387276204,0.596857463524,2037,0.4834
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,20,250,5000,0.426291609575,0.919346427951,0.582488986784,2037,0.5058
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,40,250,5000,0.42485646741,0.874674083087,0.571915667443,2037,0.4994
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,80,250,5000,0.43110367893,0.896228054928,0.582171286626,2037,0.487
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120522-ML638__006.jpg,/Users/il239838/Development/models/ML638__006_250px_model400x50.ckpt,120,250,5000,0.42671284954,0.877976707805,0.57430358158,2037,0.4938
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,0,250,7000,0.679965239374,0.954530331596,0.794186851211,2352,0.158857142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,5,250,5000,0.696396928529,0.835133699309,0.759481439729,1940,0.2194
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,10,250,5000,0.677384280833,0.77226846113,0.721721141911,1940,0.2468
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,20,250,5000,0.692647871752,0.665663183991,0.678887484197,1940,0.2622
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,40,250,5000,0.56050338819,0.61519390827,0.586576614605,1940,0.3406
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,80,250,5000,0.515630367571,0.531609704268,0.523498125381,1940,0.3606
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120529-ML656__007.jpg,/Users/il239838/Development/models/ML656__007_250px_model400x50.ckpt,120,250,5000,0.494971406034,0.444483796706,0.468370964732,1940,0.3948
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,0,250,7000,0.808225729316,0.902874238701,0.852932270112,2570,0.114285714286
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,5,250,5000,0.768386980759,0.743130434783,0.755547696932,2041,0.2096
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,10,250,5000,0.802768903088,0.65547826087,0.721685016754,2041,0.2166
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,20,250,5000,0.718514671514,0.481217391304,0.576398291845,2041,0.2976
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,40,250,5000,0.614921465969,0.40852173913,0.490909090909,2041,0.333
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,80,250,5000,0.62910321489,0.323304347826,0.42711085583,2041,0.3444
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120535-ML706__008.jpg,/Users/il239838/Development/models/ML706__008_250px_model400x50.ckpt,120,250,5000,0.579569892473,0.374956521739,0.455332629356,2041,0.3576
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,0,250,7000,0.505923000987,0.985682231008,0.668647845468,2570,0.318857142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,5,250,5000,0.53179467535,0.965739130435,0.685894268775,2041,0.3486
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,10,250,5000,0.51245342224,0.908869565217,0.655379984951,2041,0.3718
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,20,250,5000,0.492420226863,0.807826086957,0.61186853718,2041,0.414
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,40,250,5000,0.488341576663,0.841391304348,0.617998339401,2041,0.3972
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,80,250,5000,0.448927376501,0.793391304348,0.573403720463,2041,0.446
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120541-ML728__009.jpg,/Users/il239838/Development/models/ML728__009_250px_model400x50.ckpt,120,250,5000,0.463969285292,0.819652173913,0.592532059341,2041,0.4216

PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,0,250,7000,0.600829547699,0.975104177797,0.743522893922,2570,0.224857142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,5,250,5000,0.631364324828,0.942434782609,0.756157119933,2041,0.2474
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,10,250,5000,0.628091119503,0.896695652174,0.738734866394,2041,0.256
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,20,250,5000,0.640948781441,0.855304347826,0.732772107577,2041,0.264
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,40,250,5000,0.55382685069,0.767652173913,0.643440233236,2041,0.3258
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,80,250,5000,0.5233277791,0.764695652174,0.621396269079,2041,0.3598
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120548-ML772__010.jpg,/Users/il239838/Development/models/ML772__010_250px_model400x50.ckpt,120,250,5000,0.514938488576,0.764347826087,0.615330766538,2041,0.3698

PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,0,250,7000,0.773110690308,0.959717918581,0.856366496639,2570,0.115857142857
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,5,250,5000,0.743151738997,0.839826086957,0.788536903984,2041,0.1916
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,10,250,5000,0.749267620196,0.756173913043,0.752704925128,2041,0.2112
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,20,250,5000,0.713463996591,0.582434782609,0.641325162773,2041,0.2728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,40,250,5000,0.670503316426,0.597739130435,0.632033835969,2041,0.2728
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,80,250,5000,0.618229361225,0.575652173913,0.596181556196,2041,0.3088
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120553-ML858__011.jpg,/Users/il239838/Development/models/ML858__011_250px_model400x50.ckpt,120,250,5000,0.590637450199,0.515652173913,0.550603528319,2041,0.3364
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,0,250,7000,0.859502526234,0.945186451544,0.900310416773,2570,0.0714285714286
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,5,250,5000,0.842377260982,0.793739130435,0.817335243553,2041,0.1522
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,10,250,5000,0.825095867064,0.673565217391,0.741669858292,2041,0.1974
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,20,250,5000,0.822784810127,0.542608695652,0.653950953678,2041,0.2428
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,40,250,5000,0.75558708762,0.370434782609,0.497140856576,2041,0.2966
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,80,250,5000,0.674468740376,0.380869565217,0.486828942981,2041,0.3208
PX303/FG006/PX303-Fg006-V-C01-R01-D08032015-T120605-ML924__012.jpg,/Users/il239838/Development/models/ML924__012_250px_model400x50.ckpt,120,250,5000,0.677232447171,0.345565217391,0.457623215108,2041,0.3308
